決済日,銘柄,銘柄コード,決済市場,取引,期限,預り,課税,建市場,建日,買/売建,決済数量,建単価,決済単価,建代金,決済代金,新規建手数料,決済手数料,管理費,貸株料,金利,日数,逆日歩,消費税,書換料,諸費用計,受渡日,受渡金額/決済損益
"2023/12/19","日清製粉グループ本社","2002 ","PTS（O）","信用返済買","6ヶ月","特定","申告","東証","2023/12/19","売建","100","1918","1901.1","191800","190110","--","--","--","5","--","1","--","--","--","5","2023/12/21","+1685"
"2023/12/19","日清製粉グループ本社","2002 ","PTS（X）","信用返済買","6ヶ月","特定","申告","東証","2023/12/19","売建","100","1918","1901.2","191800","190120","--","--","--","5","--","1","--","--","--","5","2023/12/21","+1675"
"2023/12/19","電通グループ","4324 ","東証","信用返済買","6ヶ月","特定","申告","東証","2023/12/19","売建","100","3586","3603","358600","360300","--","--","--","10","--","1","--","--","--","10","2023/12/21","-1710"
"2023/12/19","武田薬品工業","4502 ","PTS（X）","信用返済買","6ヶ月","特定","申告","東証","2023/12/19","売建","200","3947","3928.7","789400","785740","--","--","--","23","--","1","--","--","--","23","2023/12/21","+3637"
"2023/12/19","出光興産","5019 ","東証","信用返済買","6ヶ月","特定","申告","東証","2023/12/19","売建","100","3850","3829","385000","382900","--","--","--","11","--","1","--","--","--","11","2023/12/21","+2089"
"2023/12/20","東京エレクトロン","8035 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2023/12/20","買建","100","25545","24996.1","2554500","2499610","--","--","--","--","--","1","--","--","--","--","2023/12/22","-54890"
"2023/12/20","日本郵船","9101 ","東証","信用返済売","日計り","特定","申告","東証","2023/12/20","買建","200","4181","4188","836200","837600","--","--","--","--","--","1","--","--","--","--","2023/12/22","+1400"
"2023/12/20","川崎汽船","9107 ","東証","信用返済売","日計り","特定","申告","東証","2023/12/20","買建","100","5742","5920","574200","592000","--","--","--","--","--","1","--","--","--","--","2023/12/22","+17800"
"2023/12/20","ＮＴＴデータグループ","9613 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2023/12/20","買建","100","1920","1947.1","192000","194710","--","--","--","--","--","1","--","--","--","--","2023/12/22","+2710"
"2023/12/20","ＮＴＴデータグループ","9613 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2023/12/20","買建","200","1920","1947.1","384000","389420","--","--","--","--","--","1","--","--","--","--","2023/12/22","+5420"
"2023/12/20","ＮＴＴデータグループ","9613 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2023/12/20","買建","100","1920","1947.2","192000","194720","--","--","--","--","--","1","--","--","--","--","2023/12/22","+2720"
"2023/12/20","ＮＴＴデータグループ","9613 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2023/12/20","買建","100","1920","1947.2","192000","194720","--","--","--","--","--","1","--","--","--","--","2023/12/22","+2720"
"2023/12/21","日本製紙","3863 ","PTS（O）","信用返済買","日計り","特定","申告","東証","2023/12/21","売建","100","1268","1258.7","126800","125870","--","--","--","--","--","1","--","--","--","--","2023/12/25","+930"
"2023/12/21","日本製紙","3863 ","PTS（X）","信用返済買","日計り","特定","申告","東証","2023/12/21","売建","400","1268","1258.7","507200","503480","--","--","--","--","--","1","--","--","--","--","2023/12/25","+3720"
"2023/12/21","コニカミノルタ","4902 ","東証","信用返済買","日計り","特定","申告","東証","2023/12/21","売建","900","413","404.4","371700","363960","--","--","--","--","--","1","--","--","--","--","2023/12/25","+7740"
"2023/12/21","荏原製作所","6361 ","PTS（O）","信用返済買","日計り","特定","申告","東証","2023/12/21","売建","100","8459","8480.9","845900","848090","--","--","--","--","--","1","--","--","--","--","2023/12/25","-2190"
"2023/12/21","オムロン","6645 ","PTS（J）","信用返済買","日計り","特定","申告","東証","2023/12/21","売建","100","6292","6306.6","629200","630660","--","--","--","--","--","1","--","--","--","--","2023/12/25","-1460"
"2023/12/21","コンコルディア・フィナンシャルグループ","7186 ","PTS（O）","信用返済買","日計り","特定","申告","東証","2023/12/21","売建","100","636.9","636.7","63690","63670","--","--","--","--","--","1","--","--","--","--","2023/12/25","+20"
"2023/12/21","コンコルディア・フィナンシャルグループ","7186 ","東証","信用返済買","日計り","特定","申告","東証","2023/12/21","売建","300","636.9","636.8","191070","191040","--","--","--","--","--","1","--","--","--","--","2023/12/25","+30"
"2023/12/21","コンコルディア・フィナンシャルグループ","7186 ","東証","信用返済買","日計り","特定","申告","東証","2023/12/21","売建","200","636.9","636.7","127380","127340","--","--","--","--","--","1","--","--","--","--","2023/12/25","+40"
"2023/12/21","ヤマハ発動機","7272 ","PTS（O）","信用返済買","6ヶ月","特定","申告","東証","2023/12/21","売建","100","3850","3900","385000","390000","--","--","--","11","--","1","--","--","--","11","2023/12/25","-5011"
"2023/12/21","豊田通商","8015 ","PTS（O）","信用返済買","日計り","特定","申告","東証","2023/12/21","売建","100","8441","8375.5","844100","837550","--","--","--","--","--","1","--","--","--","--","2023/12/25","+6550"
"2023/12/21","千葉銀行","8331 ","東証","信用返済買","日計り","特定","申告","東証","2023/12/21","売建","200","996.8","990","199360","198000","--","--","--","--","--","1","--","--","--","--","2023/12/25","+1360"
"2023/12/21","千葉銀行","8331 ","東証","信用返済買","日計り","特定","申告","東証","2023/12/21","売建","200","996.8","989.9","199360","197980","--","--","--","--","--","1","--","--","--","--","2023/12/25","+1380"
"2023/12/21","中部電力","9502 ","東証","信用返済買","日計り","特定","申告","東証","2023/12/21","売建","200","1819","1807.5","363800","361500","--","--","--","--","--","1","--","--","--","--","2023/12/25","+2300"
"2023/12/21","関西電力","9503 ","PTS（O）","信用返済買","日計り","特定","申告","東証","2023/12/21","売建","100","1820","1805","182000","180500","--","--","--","--","--","1","--","--","--","--","2023/12/25","+1500"
"2023/12/21","関西電力","9503 ","PTS（X）","信用返済買","日計り","特定","申告","東証","2023/12/21","売建","100","1820","1805","182000","180500","--","--","--","--","--","1","--","--","--","--","2023/12/25","+1500"
"2023/12/22","旭化成","3407 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2023/12/22","買建","1200","1042","1038.6","1250400","1246320","--","--","--","--","--","1","--","--","--","--","2023/12/26","-4080"
"2023/12/22","旭化成","3407 ","PTS（J）","信用返済売","日計り","特定","申告","東証","2023/12/22","買建","400","1042","1038.5","416800","415400","--","--","--","--","--","1","--","--","--","--","2023/12/26","-1400"
"2023/12/22","旭化成","3407 ","東証","信用返済売","日計り","特定","申告","東証","2023/12/22","買建","600","1042","1038.5","625200","623100","--","--","--","--","--","1","--","--","--","--","2023/12/26","-2100"
"2023/12/22","旭化成","3407 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2023/12/22","買建","1200","1042","1038.6","1250400","1246320","--","--","--","--","--","1","--","--","--","--","2023/12/26","-4080"
"2023/12/22","旭化成","3407 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2023/12/22","買建","300","1042","1038.5","312600","311550","--","--","--","--","--","1","--","--","--","--","2023/12/26","-1050"
"2023/12/22","旭化成","3407 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2023/12/22","買建","300","1042","1038.5","312600","311550","--","--","--","--","--","1","--","--","--","--","2023/12/26","-1050"
"2023/12/22","日本郵船","9101 ","東証","信用返済売","日計り","特定","申告","東証","2023/12/22","買建","200","4431","4447","886200","889400","--","--","--","--","--","1","--","--","--","--","2023/12/26","+3200"
"2023/12/22","商船三井","9104 ","東証","信用返済売","日計り","特定","申告","東証","2023/12/22","買建","200","4611","4589","922200","917800","--","--","--","--","--","1","--","--","--","--","2023/12/26","-4400"
"2023/12/22","川崎汽船","9107 ","東証","信用返済売","日計り","特定","申告","東証","2023/12/22","買建","100","6372","6413","637200","641300","--","--","--","--","--","1","--","--","--","--","2023/12/26","+4100"
"2023/12/25","信越化学工業","4063 ","東証","信用返済売","日計り","特定","申告","東証","2023/12/25","買建","100","5864","5767","586400","576700","--","--","--","--","--","1","--","--","--","--","2023/12/27","-9700"
"2023/12/25","ＤＩＣ","4631 ","PTS（J）","信用返済売","日計り","特定","申告","東証","2023/12/25","買建","100","2601","2575.1","260100","257510","--","--","--","--","--","1","--","--","--","--","2023/12/27","-2590"
"2023/12/25","ＤＩＣ","4631 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2023/12/25","買建","100","2601","2575.4","260100","257540","--","--","--","--","--","1","--","--","--","--","2023/12/27","-2560"
"2023/12/25","ＤＩＣ","4631 ","東証","信用返済売","日計り","特定","申告","東証","2023/12/25","買建","100","2601","2575","260100","257500","--","--","--","--","--","1","--","--","--","--","2023/12/27","-2600"
"2023/12/25","ＤＩＣ","4631 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2023/12/25","買建","100","2601","2575","260100","257500","--","--","--","--","--","1","--","--","--","--","2023/12/27","-2600"
"2023/12/25","ＤＩＣ","4631 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2023/12/25","買建","100","2601","2575.3","260100","257530","--","--","--","--","--","1","--","--","--","--","2023/12/27","-2570"
"2023/12/25","ＤＩＣ","4631 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2023/12/25","買建","100","2601","2575.1","260100","257510","--","--","--","--","--","1","--","--","--","--","2023/12/27","-2590"
"2023/12/25","イオン","8267 ","東証","信用返済売","日計り","特定","申告","東証","2023/12/25","買建","400","3190","3170","1276000","1268000","--","--","--","--","--","1","--","--","--","--","2023/12/27","-8000"
"2023/12/25","あおぞら銀行","8304 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2023/12/25","買建","100","3128","3090","312800","309000","--","--","--","--","--","1","--","--","--","--","2023/12/27","-3800"
"2023/12/25","あおぞら銀行","8304 ","東証","信用返済売","日計り","特定","申告","東証","2023/12/25","買建","900","3128","3090","2815200","2781000","--","--","--","--","--","1","--","--","--","--","2023/12/27","-34200"
"2023/12/25","日本郵船","9101 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2023/12/25","買建","100","4647","4284.2","464700","428420","--","--","--","--","--","1","--","--","--","--","2023/12/27","-36280"
"2023/12/25","商船三井","9104 ","東証","信用返済売","日計り","特定","申告","東証","2023/12/25","買建","100","4751","4450","475100","445000","--","--","--","--","--","1","--","--","--","--","2023/12/27","-30100"
"2023/12/26","日本ハム","2282 ","東証","信用返済売","日計り","特定","申告","東証","2023/12/26","買建","100","4740","4757","474000","475700","--","--","--","--","--","1","--","--","--","--","2023/12/28","+1700"
"2023/12/26","日本ハム","2282 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2023/12/26","買建","200","4740","4757.1","948000","951420","--","--","--","--","--","1","--","--","--","--","2023/12/28","+3420"
"2023/12/26","日本ハム","2282 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2023/12/26","買建","100","4740","4757","474000","475700","--","--","--","--","--","1","--","--","--","--","2023/12/28","+1700"
"2023/12/26","ＨＯＹＡ","7741 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2023/12/26","買建","100","17455","17487.6","1745500","1748760","--","--","--","--","--","1","--","--","--","--","2023/12/28","+3260"
"2023/12/26","ＮＴＴデータグループ","9613 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2023/12/26","買建","100","2012","1993.6","201200","199360","--","--","--","--","--","1","--","--","--","--","2023/12/28","-1840"
"2023/12/26","ＮＴＴデータグループ","9613 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2023/12/26","買建","100","2012","1993.7","201200","199370","--","--","--","--","--","1","--","--","--","--","2023/12/28","-1830"
"2023/12/26","ＮＴＴデータグループ","9613 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2023/12/26","買建","200","2012","1993.7","402400","398740","--","--","--","--","--","1","--","--","--","--","2023/12/28","-3660"
"2023/12/27","日本ハム","2282 ","東証","信用返済売","日計り","特定","申告","東証","2023/12/27","買建","100","4788","4802","478800","480200","--","--","--","--","--","1","--","--","--","--","2023/12/29","+1400"
"2023/12/27","日本ハム","2282 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2023/12/27","買建","100","4788","4802.2","478800","480220","--","--","--","--","--","1","--","--","--","--","2023/12/29","+1420"
"2023/12/27","日本ハム","2282 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2023/12/27","買建","100","4788","4802.3","478800","480230","--","--","--","--","--","1","--","--","--","--","2023/12/29","+1430"
"2023/12/27","日本ハム","2282 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2023/12/27","買建","100","4788","4802.5","478800","480250","--","--","--","--","--","1","--","--","--","--","2023/12/29","+1450"
"2023/12/27","太平洋セメント","5233 ","PTS（J）","信用返済売","日計り","特定","申告","東証","2023/12/27","買建","100","2850","2879","285000","287900","--","--","--","--","--","1","--","--","--","--","2023/12/29","+2900"
"2023/12/27","太平洋セメント","5233 ","東証","信用返済売","日計り","特定","申告","東証","2023/12/27","買建","900","2850","2879","2565000","2591100","--","--","--","--","--","1","--","--","--","--","2023/12/29","+26100"
"2023/12/28","日本ハム","2282 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2023/12/28","買建","100","4805","4811","480500","481100","--","--","--","--","--","1","--","--","--","--","2024/01/04","+600"
"2023/12/28","ＬＩＮＥヤフー","4689 ","東証","信用返済売","日計り","特定","申告","東証","2023/12/28","買建","200","491.6","488.6","98320","97720","--","--","--","--","--","1","--","--","--","--","2024/01/04","-600"
"2023/12/28","神戸製鋼所","5406 ","東証","信用返済売","日計り","特定","申告","東証","2023/12/28","買建","300","1808.5","1820.5","542550","546150","--","--","--","--","--","1","--","--","--","--","2024/01/04","+3600"
"2023/12/28","オムロン","6645 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2023/12/28","買建","100","6519","6523.3","651900","652330","--","--","--","--","--","1","--","--","--","--","2024/01/04","+430"
"2023/12/28","ソフトバンクグループ","9984 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2023/12/28","買建","100","6340","6296.6","634000","629660","--","--","--","--","--","1","--","--","--","--","2024/01/04","-4340"
"2023/12/28","ＴＯＰＩＸブル２倍上場投信","1568 ","東証","信用返済買","日計り","特定","申告","東証","2023/12/28","売建","60","35980","36330","2158800","2179800","--","--","--","--","--","1","--","--","--","--","2024/01/04","-21000"
"2023/12/29","日本たばこ産業","2914 ","PTS（X）","信用返済買","日計り","特定","申告","東証","2023/12/29","売建","100","3612","3639.2","361200","363920","--","--","--","--","--","1","--","--","--","--","2024/01/05","-2720"
"2023/12/29","日本たばこ産業","2914 ","PTS（X）","信用返済買","日計り","特定","申告","東証","2023/12/29","売建","500","3612","3639.6","1806000","1819800","--","--","--","--","--","1","--","--","--","--","2024/01/05","-13800"
"2023/12/29","日本たばこ産業","2914 ","PTS（O）","信用返済買","日計り","特定","申告","東証","2023/12/29","売建","200","3612","3639.2","722400","727840","--","--","--","--","--","1","--","--","--","--","2024/01/05","-5440"
"2023/12/29","日本たばこ産業","2914 ","PTS（O）","信用返済買","日計り","特定","申告","東証","2023/12/29","売建","200","3612","3639.3","722400","727860","--","--","--","--","--","1","--","--","--","--","2024/01/05","-5460"
"2023/12/29","ＳＣＲＥＥＮホールディングス","7735 ","PTS（X）","信用返済買","日計り","特定","申告","東証","2023/12/29","売建","100","11830","11790","1183000","1179000","--","--","--","--","--","1","--","--","--","--","2024/01/05","+4000"
"2023/12/29","ＨＯＹＡ","7741 ","PTS（X）","信用返済買","日計り","特定","申告","東証","2023/12/29","売建","100","17800","17749.8","1780000","1774980","--","--","--","--","--","1","--","--","--","--","2024/01/05","+5020"
"2024/01/04","ＤＩＣ","4631 ","東証","信用返済売","日計り","特定","申告","東証","2024/01/04","買建","100","2690","2708.5","269000","270850","--","--","--","--","--","1","--","--","--","--","2024/01/09","+1850"
"2024/01/04","ＤＩＣ","4631 ","東証","信用返済売","日計り","特定","申告","東証","2024/01/04","買建","200","2690","2708","538000","541600","--","--","--","--","--","1","--","--","--","--","2024/01/09","+3600"
"2024/01/04","ＤＩＣ","4631 ","東証","信用返済売","日計り","特定","申告","東証","2024/01/04","買建","500","2690","2707.5","1345000","1353750","--","--","--","--","--","1","--","--","--","--","2024/01/09","+8750"
"2024/01/04","任天堂","7974 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/01/04","買建","300","7227","7193.2","2168100","2157960","--","--","--","--","--","1","--","--","--","--","2024/01/09","-10140"
"2024/01/04","任天堂","7974 ","PTS（J）","信用返済売","日計り","特定","申告","東証","2024/01/04","買建","100","7227","7193.5","722700","719350","--","--","--","--","--","1","--","--","--","--","2024/01/09","-3350"
"2024/01/04","任天堂","7974 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/01/04","買建","100","7227","7193.5","722700","719350","--","--","--","--","--","1","--","--","--","--","2024/01/09","-3350"
"2024/01/05","キッコーマン","2801 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/01/05","買建","100","8807","8752.5","880700","875250","--","--","--","--","--","1","--","--","--","--","2024/01/10","-5450"
"2024/01/05","塩野義製薬","4507 ","東証","信用返済売","日計り","特定","申告","東証","2024/01/05","買建","100","7004","6913","700400","691300","--","--","--","--","--","1","--","--","--","--","2024/01/10","-9100"
"2024/01/05","塩野義製薬","4507 ","東証","信用返済売","日計り","特定","申告","東証","2024/01/05","買建","100","7004","6914","700400","691400","--","--","--","--","--","1","--","--","--","--","2024/01/10","-9000"
"2024/01/05","テルモ","4543 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/01/05","買建","200","4742","4696","948400","939200","--","--","--","--","--","1","--","--","--","--","2024/01/10","-9200"
"2024/01/05","トレンドマイクロ","4704 ","東証","信用返済売","日計り","特定","申告","東証","2024/01/05","買建","100","7511","7502","751100","750200","--","--","--","--","--","1","--","--","--","--","2024/01/10","-900"
"2024/01/05","東海カーボン","5301 ","東証","信用返済売","日計り","特定","申告","東証","2024/01/05","買建","500","1025.5","1039","512750","519500","--","--","--","--","--","1","--","--","--","--","2024/01/10","+6750"
"2024/01/05","東海カーボン","5301 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/01/05","買建","200","1025.5","1039.2","205100","207840","--","--","--","--","--","1","--","--","--","--","2024/01/10","+2740"
"2024/01/05","東海カーボン","5301 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/01/05","買建","200","1025.5","1039.1","205100","207820","--","--","--","--","--","1","--","--","--","--","2024/01/10","+2720"
"2024/01/05","東海カーボン","5301 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/01/05","買建","100","1025.5","1039.3","102550","103930","--","--","--","--","--","1","--","--","--","--","2024/01/10","+1380"
"2024/01/05","ＴＤＫ","6762 ","東証","信用返済売","日計り","特定","申告","東証","2024/01/05","買建","100","6540","6503","654000","650300","--","--","--","--","--","1","--","--","--","--","2024/01/10","-3700"
"2024/01/05","ニコン","7731 ","東証","信用返済売","日計り","特定","申告","東証","2024/01/05","買建","100","1414","1430","141400","143000","--","--","--","--","--","1","--","--","--","--","2024/01/10","+1600"
"2024/01/05","ニコン","7731 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/01/05","買建","100","1414","1430","141400","143000","--","--","--","--","--","1","--","--","--","--","2024/01/10","+1600"
"2024/01/05","ニコン","7731 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/01/05","買建","100","1414","1430.1","141400","143010","--","--","--","--","--","1","--","--","--","--","2024/01/10","+1610"
"2024/01/05","ニコン","7731 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/01/05","買建","200","1414","1430.1","282800","286020","--","--","--","--","--","1","--","--","--","--","2024/01/10","+3220"
"2024/01/05","オリンパス","7733 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/01/05","買建","500","2049","2036.6","1024500","1018300","--","--","--","--","--","1","--","--","--","--","2024/01/10","-6200"
"2024/01/09","レゾナック・ホールディングス","4004 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/01/09","買建","100","2999","2997.6","299900","299760","--","--","--","--","--","1","--","--","--","--","2024/01/11","-140"
"2024/01/09","レゾナック・ホールディングス","4004 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/01/09","買建","200","2999","2997.5","599800","599500","--","--","--","--","--","1","--","--","--","--","2024/01/11","-300"
"2024/01/09","レゾナック・ホールディングス","4004 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/01/09","買建","100","2999","2997.4","299900","299740","--","--","--","--","--","1","--","--","--","--","2024/01/11","-160"
"2024/01/09","ニコン","7731 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/01/09","買建","100","1449","1440","144900","144000","--","--","--","--","--","1","--","--","--","--","2024/01/11","-900"
"2024/01/09","ニコン","7731 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/01/09","買建","200","1449","1440.2","289800","288040","--","--","--","--","--","1","--","--","--","--","2024/01/11","-1760"
"2024/01/09","ニコン","7731 ","東証","信用返済売","日計り","特定","申告","東証","2024/01/09","買建","400","1449","1440","579600","576000","--","--","--","--","--","1","--","--","--","--","2024/01/11","-3600"
"2024/01/09","ニコン","7731 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/01/09","買建","200","1449","1440.1","289800","288020","--","--","--","--","--","1","--","--","--","--","2024/01/11","-1780"
"2024/01/09","ニコン","7731 ","PTS（J）","信用返済売","日計り","特定","申告","東証","2024/01/09","買建","200","1449","1440","289800","288000","--","--","--","--","--","1","--","--","--","--","2024/01/11","-1800"
"2024/01/09","ニコン","7731 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/01/09","買建","100","1449","1440.1","144900","144010","--","--","--","--","--","1","--","--","--","--","2024/01/11","-890"
"2024/01/09","野村ホールディングス","8604 ","東証","信用返済売","日計り","特定","申告","東証","2024/01/09","買建","1500","680.6","678.3","1020900","1017450","--","--","--","--","--","1","--","--","--","--","2024/01/11","-3450"
"2024/01/09","野村ホールディングス","8604 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/01/09","買建","800","680.6","678.3","544480","542640","--","--","--","--","--","1","--","--","--","--","2024/01/11","-1840"
"2024/01/09","大阪瓦斯","9532 ","PTS（J）","信用返済売","日計り","特定","申告","東証","2024/01/09","買建","100","3090","3099.3","309000","309930","--","--","--","--","--","1","--","--","--","--","2024/01/11","+930"
"2024/01/09","大阪瓦斯","9532 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/01/09","買建","100","3090","3099.7","309000","309970","--","--","--","--","--","1","--","--","--","--","2024/01/11","+970"
"2024/01/09","大阪瓦斯","9532 ","PTS（X）","信用返済売","日計り","特定","申告","東証","2024/01/09","買建","200","3090","3099.5","618000","619900","--","--","--","--","--","1","--","--","--","--","2024/01/11","+1900"
"2024/01/09","大阪瓦斯","9532 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/01/09","買建","100","3090","3099.8","309000","309980","--","--","--","--","--","1","--","--","--","--","2024/01/11","+980"
"2024/01/10","協和キリン","4151 ","東証","信用返済買","日計り","特定","申告","東証","2024/01/10","売建","100","2494","2501","249400","250100","--","--","--","--","--","1","--","--","--","--","2024/01/12","-700"
"2024/01/10","協和キリン","4151 ","東証","信用返済買","日計り","特定","申告","東証","2024/01/10","売建","600","2494","2501.5","1496400","1500900","--","--","--","--","--","1","--","--","--","--","2024/01/12","-4500"
"2024/01/10","神戸製鋼所","5406 ","PTS（O）","信用返済買","日計り","特定","申告","東証","2024/01/10","売建","300","1923","1942.8","576900","582840","--","--","--","--","--","1","--","--","--","--","2024/01/12","-5940"
"2024/01/10","神戸製鋼所","5406 ","PTS（X）","信用返済買","日計り","特定","申告","東証","2024/01/10","売建","100","1923","1942.8","192300","194280","--","--","--","--","--","1","--","--","--","--","2024/01/12","-1980"
"2024/01/10","神戸製鋼所","5406 ","PTS（X）","信用返済買","日計り","特定","申告","東証","2024/01/10","売建","100","1923","1942.9","192300","194290","--","--","--","--","--","1","--","--","--","--","2024/01/12","-1990"
"2024/01/10","ＪＦＥホールディングス","5411 ","PTS（O）","信用返済買","日計り","特定","申告","東証","2024/01/10","売建","200","2295.5","2302.6","459100","460520","--","--","--","--","--","1","--","--","--","--","2024/01/12","-1420"
"2024/01/10","ＪＦＥホールディングス","5411 ","PTS（O）","信用返済買","日計り","特定","申告","東証","2024/01/10","売建","100","2295.5","2302.7","229550","230270","--","--","--","--","--","1","--","--","--","--","2024/01/12","-720"
"2024/01/10","ＪＦＥホールディングス","5411 ","PTS（X）","信用返済買","日計り","特定","申告","東証","2024/01/10","売建","100","2295.5","2302.8","229550","230280","--","--","--","--","--","1","--","--","--","--","2024/01/12","-730"
"2024/01/10","ＪＦＥホールディングス","5411 ","PTS（O）","信用返済買","日計り","特定","申告","東証","2024/01/10","売建","100","2295.5","2302.5","229550","230250","--","--","--","--","--","1","--","--","--","--","2024/01/12","-700"
"2024/01/10","セイコーエプソン","6724 ","PTS（X）","信用返済買","日計り","特定","申告","東証","2024/01/10","売建","100","2160","2181.5","216000","218150","--","--","--","--","--","1","--","--","--","--","2024/01/12","-2150"
"2024/01/10","セイコーエプソン","6724 ","PTS（X）","信用返済買","日計り","特定","申告","東証","2024/01/10","売建","300","2160","2181.6","648000","654480","--","--","--","--","--","1","--","--","--","--","2024/01/12","-6480"
"2024/01/10","セイコーエプソン","6724 ","PTS（X）","信用返済買","日計り","特定","申告","東証","2024/01/10","売建","200","2160","2181.7","432000","436340","--","--","--","--","--","1","--","--","--","--","2024/01/12","-4340"
"2024/01/10","ニコン","7731 ","PTS（X）","信用返済買","日計り","特定","申告","東証","2024/01/10","売建","200","1440","1460.8","288000","292160","--","--","--","--","--","1","--","--","--","--","2024/01/12","-4160"
"2024/01/10","ニコン","7731 ","PTS（X）","信用返済買","日計り","特定","申告","東証","2024/01/10","売建","200","1440","1460.7","288000","292140","--","--","--","--","--","1","--","--","--","--","2024/01/12","-4140"
"2024/01/10","ニコン","7731 ","PTS（J）","信用返済買","日計り","特定","申告","東証","2024/01/10","売建","100","1440","1460.7","144000","146070","--","--","--","--","--","1","--","--","--","--","2024/01/12","-2070"
"2024/01/10","ニコン","7731 ","PTS（O）","信用返済買","日計り","特定","申告","東証","2024/01/10","売建","100","1440","1460.9","144000","146090","--","--","--","--","--","1","--","--","--","--","2024/01/12","-2090"
"2024/01/10","ニコン","7731 ","PTS（O）","信用返済買","日計り","特定","申告","東証","2024/01/10","売建","100","1440","1460.6","144000","146060","--","--","--","--","--","1","--","--","--","--","2024/01/12","-2060"
"2024/01/10","ニコン","7731 ","PTS（J）","信用返済買","日計り","特定","申告","東証","2024/01/10","売建","100","1440","1460.9","144000","146090","--","--","--","--","--","1","--","--","--","--","2024/01/12","-2090"
"2024/01/10","ニコン","7731 ","PTS（X）","信用返済買","日計り","特定","申告","東証","2024/01/10","売建","100","1440","1460.9","144000","146090","--","--","--","--","--","1","--","--","--","--","2024/01/12","-2090"
"2024/01/10","ニコン","7731 ","PTS（J）","信用返済買","日計り","特定","申告","東証","2024/01/10","売建","100","1440","1460.8","144000","146080","--","--","--","--","--","1","--","--","--","--","2024/01/12","-2080"
"2024/01/10","ニコン","7731 ","PTS（O）","信用返済買","日計り","特定","申告","東証","2024/01/10","売建","100","1440","1460.7","144000","146070","--","--","--","--","--","1","--","--","--","--","2024/01/12","-2070"
"2024/01/11","サッポロホールディングス","2501 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/01/11","買建","100","6699","6762.1","669900","676210","--","--","--","--","--","1","--","--","--","--","2024/01/15","+6310"
"2024/01/11","サッポロホールディングス","2501 ","PTS（O）","信用返済売","日計り","特定","申告","東証","2024/01/11","買建","100","6699","6762.2","669900","676220","--","--","--","--","--","1","--","--","--","--","2024/01/15","+6320"
"2024/01/11","日産化学","4021 ","PTS（X）","信用返済買","日計り","特定","申告","東証","2024/01/11","売建","100","5888","5931.9","588800","593190","--","--","--","--","--","1","--","--","--","--","2024/01/15","-4390"
